Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Test,Test_Indicator,Concentration (ug/ml),No_of_Cells (cells/well),Time (hr),Cell_Viability (%)
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,200,10000,48,14.31
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,400,10000,48,9.1379
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,600,10000,48,4.8276
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,800,10000,48,5.1724
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,1000,10000,48,3.7931
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,25,10000,72,54.828
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,50,10000,72,35
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,100,10000,72,16.724
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,200,10000,72,8.1034
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,400,10000,72,4.4828
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,600,10000,72,4.4828
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,800,10000,72,3.7931
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,1000,10000,72,2.7586
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,20,10000,24,92.346
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,40,10000,24,57.571
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,60,10000,24,50.749
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,80,10000,24,48.087
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,100,10000,24,40.1
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,150,10000,24,38.769
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,200,10000,24,36.439
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,250,10000,24,32.113
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,20,10000,48,31.448
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,40,10000,48,10.649
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,60,10000,48,1.9967
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,80,10000,48,1.6639
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,100,10000,48,0.99834
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,150,10000,48,0.66556
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,200,10000,48,0
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,250,10000,48,0
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,20,10000,72,15.308
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,40,10000,72,7.9867
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,60,10000,72,1.9967
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,80,10000,72,0.99834
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,100,10000,72,0.99834
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,150,10000,72,0
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,200,10000,72,0
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,AlamarBlue,AlamarBlue,250,10000,72,0
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,25,10000,24,112.01
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,50,10000,24,68.1
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,100,10000,24,41.756
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,200,10000,24,38.53
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,400,10000,24,34.229
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,600,10000,24,34.946
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,800,10000,24,35.305
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,1000,10000,24,34.946
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,25,10000,48,104.48
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,50,10000,48,65.412
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,100,10000,48,39.247
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,200,10000,48,28.315
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,400,10000,48,24.014
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,600,10000,48,24.014
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,800,10000,48,21.505
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,1000,10000,48,22.939
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,25,10000,72,92.115
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,50,10000,72,46.595
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,100,10000,72,25.448
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,200,10000,72,20.43
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,400,10000,72,18.996
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,600,10000,72,20.43
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,800,10000,72,21.505
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,NRU,NeutralRed,1000,10000,72,22.939
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,20,10000,24,86.111
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,40,10000,24,71.759
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,60,10000,24,67.284
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,80,10000,24,66.358
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,100,10000,24,61.265
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,150,10000,24,53.395
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,200,10000,24,49.846
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,250,10000,24,43.519
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,20,10000,48,48.92
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,40,10000,48,45.833
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,60,10000,48,33.642
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,80,10000,48,30.864
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,100,10000,48,29.167
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,150,10000,48,26.389
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,200,10000,48,27.623
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,250,10000,48,22.222
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,20,10000,72,45.062
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,40,10000,72,40.741
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,60,10000,72,30.864
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,80,10000,72,27.932
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,100,10000,72,27.623
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,150,10000,72,25.463
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,200,10000,72,25.463
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,NRU,NeutralRed,250,10000,72,20.37
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,25,10000,24,70.14
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,50,10000,24,60.342
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,100,10000,24,18.663
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,200,10000,24,11.975
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,400,10000,24,6.5319
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,600,10000,24,8.2426
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,800,10000,24,11.042
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,1000,10000,24,11.353
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,25,10000,48,59.72
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,50,10000,48,43.079
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,100,10000,48,20.218
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,200,10000,48,8.8647
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,400,10000,48,4.3546
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,600,10000,48,4.3546
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,800,10000,48,5.9098
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,1000,10000,48,7.3095
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,25,10000,72,55.21
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,50,10000,72,38.103
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,100,10000,72,17.729
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,200,10000,72,5.9098
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,400,10000,72,4.9767
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,600,10000,72,4.9767
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,800,10000,72,6.5319
Ag,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,1000,10000,72,9.4868
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,20,10000,24,101.44
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,40,10000,24,61.798
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,60,10000,24,59.23
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,80,10000,24,18.78
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,10000,24,16.533
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,10000,24,13.483
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,10000,24,12.841
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,250,10000,24,11.236
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,20,10000,48,9.6308
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,40,10000,48,8.6677
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,60,10000,48,7.3836
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,80,10000,48,6.4205
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,10000,48,4.8154
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,10000,48,4.4944
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,10000,48,4.4944
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,250,10000,48,4.4944
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,20,10000,72,7.3836
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,40,10000,72,7.7047
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,60,10000,72,5.7785
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,80,10000,72,4.8154
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,10000,72,2.8892
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,150,10000,72,2.5682
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,10000,72,3.5313
Ag,I,Sphere,None,Commercial,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,250,10000,72,3.8523
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,24,87.183
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,24,86.44
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,24,84.582
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,48,77.523
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,48,72.693
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,48,65.263
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,72,75.294
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,72,50.217
IronOxide,I,Sphere,None,Pyrolysis,Negative,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,72,42.229
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,24,93.499
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,24,87.74
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,24,86.44
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,48,92.941
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,48,83.653
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,48,78.824
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,72,90.712
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,72,80.31
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,Cervix,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,72,71.022
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,24,97.447
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,24,94.681
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,24,91.277
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,48,92.766
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,48,80.426
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,48,63.404
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,72,85.745
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,72,71.915
IronOxide,I,Sphere,None,Pyrolysis,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,72,45.319
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,24,100
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,24,95.532
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,24,93.192
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,48,96.596
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,48,90.426
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,48,83.191
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,0.5,100000,72,92.34
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,100000,72,88.085
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,4,100000,72,74.468
IronOxide,I,Sphere,None,Pyrolysis,Negative,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,0.5,100000,24,93.8
IronOxide,I,Sphere,None,Pyrolysis,Negative,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2,100000,24,88.875
IronOxide,I,Sphere,None,Pyrolysis,Negative,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,4,100000,24,74.468
IronOxide,I,Sphere,None,Pyrolysis,Negative,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,0.5,100000,48,87.052
IronOxide,I,Sphere,None,Pyrolysis,Negative,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2,100000,48,75.198
IronOxide,I,Sphere,None,Pyrolysis,Negative,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,4,100000,48,67.173
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,0.5,100000,24,98.9
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2,100000,24,97.629
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,4,100000,24,95.988
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,0.5,100000,48,98.941
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2,100000,48,97.629
IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,4,100000,48,95.076
MWCNT,C,Nanotube,None,Commercial,Negative,HUVEC,Umbilical Vein,Endothelial,Embryonic,P,CCK-8,TetrazoliumSalt,8,40000,24,93.005
MWCNT,C,Nanotube,None,Commercial,Negative,HUVEC,Umbilical Vein,Endothelial,Embryonic,P,CCK-8,TetrazoliumSalt,32,40000,24,85.215
MWCNT,C,Nanotube,None,Commercial,Negative,HUVEC,Umbilical Vein,Endothelial,Embryonic,P,CCK-8,TetrazoliumSalt,128,40000,24,59.936
MWCNT,C,Nanotube,COOH,Commercial,Negative,HUVEC,Umbilical Vein,Endothelial,Embryonic,P,CCK-8,TetrazoliumSalt,8,40000,24,81.24
MWCNT,C,Nanotube,COOH,Commercial,Negative,HUVEC,Umbilical Vein,Endothelial,Embryonic,P,CCK-8,TetrazoliumSalt,32,40000,24,72.973
MWCNT,C,Nanotube,COOH,Commercial,Negative,HUVEC,Umbilical Vein,Endothelial,Embryonic,P,CCK-8,TetrazoliumSalt,128,40000,24,46.741
ZnO,I,Rod,None,Sol-Gel Method,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,10000,24,95.017
ZnO,I,Rod,None,Sol-Gel Method,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,10000,24,73.09
ZnO,I,Rod,None,Sol-Gel Method,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,10000,24,60.133
ZnO,I,Rod,None,Sol-Gel Method,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,10000,24,49.169
ZnO,I,Rod,None,Sol-Gel Method,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,10000,24,39.092
